Engine_Size,Cylinders,Fuel_Consumption_City,Fuel_Consumption_Hwy,Fuel_Consumption_Comb,Fuel_Consumption_Comb-1,CO2_Emissions,Fuel_Type_D,Fuel_Type_E,Fuel_Type_N,Fuel_Type_X,Fuel_Type_Z
3.6,6,19.7,13.8,17.0,17,283,False,True,False,False,False
5.7,8,17.0,12.0,14.8,19,346,False,False,False,True,False
5.7,8,15.7,11.0,13.6,21,319,False,False,False,True,False
3.0,6,12.3,8.8,10.8,26,289,True,False,False,False,False
3.6,6,14.5,10.2,12.6,22,294,False,False,False,True,False
3.6,6,20.7,14.7,18.0,16,300,False,True,False,False,False
5.7,8,18.7,13.3,16.3,17,382,False,False,False,True,False
5.7,8,16.1,11.5,14.0,20,328,False,False,False,True,False
2.4,4,11.2,8.3,9.9,29,232,False,False,False,True,False
6.7,12,20.0,11.8,16.3,17,382,False,False,False,False,True
6.6,12,20.3,13.0,17.0,17,397,False,False,False,False,True
6.6,12,20.3,13.0,17.0,17,397,False,False,False,False,True
6.6,12,20.3,13.0,17.0,17,397,False,False,False,False,True
6.7,12,20.0,11.8,16.3,17,382,False,False,False,False,True
6.7,12,20.0,11.8,16.3,17,382,False,False,False,False,True
6.6,12,19.6,12.9,16.6,17,388,False,False,False,False,True
2.4,4,11.6,9.0,10.4,27,244,False,False,False,True,False
2.0,4,9.7,7.2,8.6,33,200,False,False,False,False,True
2.0,4,11.2,8.3,9.9,29,231,False,False,False,False,True
2.0,4,8.8,7.2,8.1,35,188,False,False,False,True,False
2.0,4,10.5,8.1,9.4,30,220,False,False,False,True,False
2.5,4,9.0,7.2,8.2,34,192,False,False,False,True,False
2.0,4,8.3,6.4,7.5,38,174,False,False,False,True,False
2.0,4,10.1,7.5,8.9,32,209,False,False,False,True,False
2.0,4,8.4,6.6,7.6,37,177,False,False,False,True,False
2.0,4,10.1,7.7,9.0,31,211,False,False,False,True,False
2.5,4,9.3,7.0,8.2,34,193,False,False,False,True,False
3.6,6,11.9,8.3,10.3,27,241,False,False,False,True,False
2.5,4,9.4,7.3,8.5,33,198,False,False,False,True,False
3.6,6,12.0,8.7,10.5,27,247,False,False,False,True,False
2.0,4,12.6,9.6,11.2,25,256,False,False,False,False,True
2.0,4,11.3,8.5,10.0,28,235,False,False,False,False,True
2.5,4,14.3,10.7,12.7,22,296,False,False,False,False,True
4.0,6,14.3,11.9,13.2,21,308,False,False,False,True,False
4.0,6,14.3,11.9,13.2,21,308,False,False,False,True,False
2.0,4,9.9,7.3,8.7,32,204,False,False,False,False,True
2.0,4,11.3,8.3,9.9,29,232,False,False,False,False,True
3.5,6,10.9,7.6,9.4,30,220,False,False,False,True,False
2.5,4,8.1,5.7,6.9,41,164,False,False,False,True,False
2.5,4,8.4,6.1,7.4,38,173,False,False,False,True,False
2.5,4,8.5,6.2,7.5,38,175,False,False,False,True,False
3.5,6,10.5,7.1,9.0,31,210,False,False,False,True,False
3.5,6,10.7,7.4,9.2,31,215,False,False,False,True,False
2.5,4,4.9,4.8,4.9,58,113,False,False,False,True,False
2.5,4,5.3,5.0,5.1,55,121,False,False,False,True,False
2.0,4,8.7,7.5,8.2,34,189,False,False,False,True,False
1.8,4,8.3,6.5,7.5,38,174,False,False,False,True,False
1.8,4,8.3,6.7,7.6,37,178,False,False,False,True,False
1.8,4,8.5,6.6,7.6,37,178,False,False,False,True,False
1.8,4,7.8,5.9,6.9,41,163,False,False,False,True,False
2.0,4,7.5,5.8,6.7,42,157,False,False,False,True,False
2.0,4,8.4,6.3,7.5,38,174,False,False,False,True,False
3.5,6,11.8,8.7,10.3,27,243,False,False,False,True,False
3.5,6,12.1,9.0,10.6,27,250,False,False,False,True,False
3.5,6,12.0,8.9,10.6,27,248,False,False,False,True,False
3.5,6,11.7,8.8,10.4,27,242,False,False,False,True,False
3.5,6,8.1,8.5,8.3,34,193,False,False,False,True,False
1.8,4,4.4,4.6,4.4,64,105,False,False,False,True,False
1.8,4,4.5,4.9,4.7,60,109,False,False,False,True,False
1.5,4,4.9,5.5,5.1,55,120,False,False,False,True,False
2.5,4,8.8,6.7,7.8,36,183,False,False,False,True,False
2.5,4,9.2,7.1,8.3,34,190,False,False,False,True,False
2.5,4,5.8,6.3,6.0,47,140,False,False,False,True,False
5.7,8,18.4,13.8,16.4,17,384,False,False,False,True,False
3.5,6,12.4,8.9,10.8,26,254,False,False,False,True,False
3.5,6,13.4,9.6,11.7,24,274,False,False,False,True,False
2.7,4,12.1,10.1,11.2,25,263,False,False,False,True,False
2.7,4,12.7,10.6,11.7,24,274,False,False,False,True,False
3.5,6,13.0,10.5,11.9,24,278,False,False,False,True,False
3.5,6,13.8,11.4,12.7,22,299,False,False,False,True,False
3.5,6,13.8,11.7,12.9,22,300,False,False,False,True,False
5.7,8,17.7,13.6,15.9,18,371,False,False,False,True,False
4.6,8,16.8,13.1,14.9,19,354,False,False,False,True,False
5.7,8,18.0,14.1,16.3,17,382,False,False,False,True,False
1.5,4,7.3,5.8,6.6,43,155,False,False,False,True,False
1.5,4,7.8,6.0,6.8,42,164,False,False,False,True,False
1.5,4,7.9,6.8,7.4,38,173,False,False,False,True,False
1.5,4,7.8,6.5,7.2,39,169,False,False,False,True,False
2.0,4,12.0,8.6,10.4,27,244,False,False,False,False,True
2.0,4,11.6,9.1,10.5,27,245,False,False,False,True,False
3.6,6,13.8,10.2,12.2,23,286,False,False,False,True,False
2.0,4,9.0,7.1,8.2,34,191,False,False,False,True,False
2.0,4,9.0,7.1,8.2,34,191,False,False,False,True,False
2.0,4,9.1,6.9,8.1,35,189,False,False,False,True,False
2.0,4,9.1,6.9,8.1,35,189,False,False,False,True,False
1.4,4,8.1,6.4,7.4,38,172,False,False,False,True,False
1.4,4,8.2,6.3,7.4,38,172,False,False,False,True,False
2.0,4,9.6,7.5,8.6,33,202,False,False,False,True,False
2.0,4,9.8,7.3,8.7,32,203,False,False,False,True,False
2.0,4,10.2,7.9,9.2,31,213,False,False,False,False,True
2.0,4,11.4,8.2,9.9,29,232,False,False,False,False,True
1.8,4,10.7,8.0,9.4,30,220,False,False,False,True,False
1.8,4,11.1,7.8,9.6,29,225,False,False,False,True,False
1.4,4,8.6,6.5,7.6,37,178,False,False,False,True,False
1.4,4,8.2,6.3,7.4,38,172,False,False,False,True,False
1.8,4,10.8,8.1,9.6,29,224,False,False,False,True,False
1.8,4,10.8,7.6,9.3,30,218,False,False,False,True,False
1.4,4,7.8,5.9,7.0,40,162,False,False,False,True,False
1.4,4,7.9,5.9,7.0,40,163,False,False,False,True,False
2.0,4,9.3,7.2,8.4,34,196,False,False,False,True,False
2.0,4,9.6,7.3,8.5,33,200,False,False,False,True,False
2.0,4,9.3,6.5,8.1,35,188,False,False,False,True,False
2.0,4,10.7,8.0,9.5,30,221,False,False,False,True,False
2.0,4,11.1,8.1,9.8,29,228,False,False,False,True,False
2.0,4,9.9,6.6,8.4,34,197,False,False,False,False,True
2.0,4,11.1,7.3,9.4,30,218,False,False,False,False,True
2.0,4,10.6,7.4,9.2,31,215,False,False,False,False,True
2.0,4,11.1,7.3,9.4,30,219,False,False,False,False,True
2.0,4,9.9,6.6,8.4,34,197,False,False,False,False,True
2.0,4,11.1,7.3,9.4,30,219,False,False,False,False,True
2.0,4,10.8,7.6,9.3,30,218,False,False,False,False,True
2.0,4,11.1,7.3,9.4,30,219,False,False,False,False,True
2.0,4,11.6,8.1,10.0,28,233,False,False,False,False,True
2.0,4,10.3,7.5,9.0,31,211,False,False,False,False,True
2.0,4,11.3,8.5,10.0,28,233,False,False,False,False,True
2.0,4,11.8,8.6,10.4,27,242,False,False,False,False,True
2.0,4,11.3,8.5,10.0,28,233,False,False,False,False,True
2.0,4,12.1,8.9,10.7,26,250,False,False,False,False,True
2.4,4,9.9,7.0,8.6,33,199,False,False,False,False,True
3.5,6,12.3,9.2,10.9,26,254,False,False,False,False,True
3.5,6,12.2,9.5,11.0,26,258,False,False,False,False,True
3.0,6,9.1,9.0,9.0,31,210,False,False,False,False,True
2.0,4,11.0,8.6,9.9,29,232,False,False,False,False,True
2.0,4,11.3,9.1,10.3,27,241,False,False,False,False,True
3.5,6,8.4,8.2,8.4,34,196,False,False,False,False,True
2.4,4,10.2,7.4,8.9,32,209,False,False,False,False,True
3.5,6,11.4,7.7,9.8,29,228,False,False,False,False,True
3.5,6,12.0,8.2,10.3,27,240,False,False,False,False,True
1.8,4,9.7,6.9,8.4,34,197,False,False,False,False,True
2.0,4,10.0,7.2,8.7,32,205,False,False,False,False,True
2.0,4,10.5,7.7,9.2,31,217,False,False,False,False,True
2.9,6,13.5,9.3,11.6,24,271,False,False,False,False,True
2.0,4,10.3,8.1,9.3,30,218,False,False,False,False,True
2.0,4,10.8,8.3,9.6,29,226,False,False,False,False,True
2.9,6,13.9,10.3,12.3,23,288,False,False,False,False,True
4.0,8,13.0,9.8,11.5,25,271,False,False,False,False,True
5.2,12,15.5,10.6,13.3,21,312,False,False,False,False,True
5.2,12,16.4,10.7,13.8,20,324,False,False,False,False,True
4.0,8,13.1,9.6,11.5,25,270,False,False,False,False,True
4.0,8,16.7,11.2,14.2,20,333,False,False,False,False,True
2.0,4,8.8,6.5,7.8,36,182,False,False,False,True,False
2.0,4,10.8,8.0,9.5,30,224,False,False,False,True,False
2.0,4,10.8,8.0,9.5,30,224,False,False,False,True,False
2.0,4,10.0,7.3,8.8,32,205,False,False,False,False,True
2.0,4,10.0,7.4,8.8,32,206,False,False,False,False,True
2.0,4,10.0,7.3,8.8,32,205,False,False,False,False,True
2.0,4,10.0,7.4,8.8,32,206,False,False,False,False,True
2.0,4,10.0,7.3,8.8,32,205,False,False,False,False,True
2.0,4,9.8,7.4,8.7,32,205,False,False,False,False,True
3.0,6,10.9,8.2,9.7,29,226,False,False,False,False,True
3.0,6,11.8,9.1,10.6,27,247,False,False,False,False,True
3.0,6,10.9,8.2,9.7,29,226,False,False,False,False,True
3.0,6,13.5,8.9,11.5,25,267,False,False,False,False,True
4.0,8,15.4,10.4,13.2,21,308,False,False,False,False,True
2.0,4,12.3,8.6,10.6,27,248,False,False,False,True,False
2.0,4,10.7,8.4,9.7,29,226,False,False,False,False,True
3.0,6,13.8,11.4,12.7,22,296,False,False,False,False,True
3.0,6,13.8,11.4,12.7,22,296,False,False,False,False,True
5.2,10,17.5,11.7,14.9,19,347,False,False,False,False,True
5.2,10,17.5,11.7,14.9,19,347,False,False,False,False,True
2.5,5,12.1,8.4,10.4,27,243,False,False,False,False,True
2.0,4,10.7,8.0,9.5,30,222,False,False,False,False,True
3.0,6,11.8,8.9,10.5,27,245,False,False,False,False,True
3.0,6,11.8,8.9,10.5,27,245,False,False,False,False,True
3.0,6,12.1,9.1,10.8,26,252,False,False,False,False,True
3.0,6,11.8,8.9,10.5,27,245,False,False,False,False,True
2.9,6,12.9,8.5,10.9,26,255,False,False,False,False,True
2.9,6,12.9,8.5,10.9,26,255,False,False,False,False,True
4.0,8,17.6,10.7,14.5,19,339,False,False,False,False,True
3.0,6,13.1,10.3,11.8,24,276,False,False,False,False,True
2.0,4,10.3,7.7,9.1,31,213,False,False,False,True,False
2.0,4,10.3,7.7,9.1,31,213,False,False,False,True,False
2.5,5,12.1,8.2,10.3,27,241,False,False,False,False,True
2.0,4,10.4,8.2,9.4,30,220,False,False,False,False,True
4.0,8,16.4,10.1,13.6,21,315,False,False,False,False,True
6.0,12,20.0,13.8,17.2,16,401,False,False,False,False,True
4.0,8,15.1,9.1,12.4,23,291,False,False,False,False,True
6.0,12,19.0,11.6,15.7,18,364,False,False,False,False,True
4.0,8,15.1,9.1,12.4,23,291,False,False,False,False,True
6.0,12,19.2,12.2,16.0,18,373,False,False,False,False,True
6.0,12,19.2,12.2,16.0,18,373,False,False,False,False,True
2.0,4,10.1,7.0,8.7,32,204,False,False,False,False,True
2.0,4,10.9,7.5,9.4,30,219,False,False,False,False,True
2.0,4,9.5,7.4,8.5,33,200,False,False,False,False,True
2.0,4,10.9,7.5,9.4,30,219,False,False,False,False,True
2.0,4,9.5,6.9,8.3,34,195,False,False,False,False,True
2.0,4,10.6,7.3,9.1,31,213,False,False,False,False,True
2.0,4,10.1,7.0,8.7,32,204,False,False,False,False,True
2.0,4,10.9,7.5,9.4,30,219,False,False,False,False,True
2.0,4,10.9,7.5,9.4,30,219,False,False,False,False,True
3.0,6,12.4,8.5,10.7,26,249,False,False,False,False,True
3.0,6,11.4,8.1,9.9,29,231,False,False,False,False,True
3.0,6,11.4,8.3,10.0,28,233,False,False,False,False,True
3.0,6,13.0,8.5,11.0,26,257,False,False,False,False,True
3.0,6,11.4,8.3,10.0,28,233,False,False,False,False,True
2.0,4,9.9,7.5,8.8,32,206,False,False,False,False,True
3.0,6,10.7,8.1,9.5,30,222,False,False,False,False,True
4.4,8,14.5,9.9,12.4,23,290,False,False,False,False,True
4.4,8,14.5,9.9,12.4,23,290,False,False,False,False,True
4.4,8,14.5,9.9,12.4,23,290,False,False,False,False,True
3.0,6,14.1,10.3,12.4,23,290,False,False,False,False,True
3.0,6,13.4,9.6,11.7,24,273,False,False,False,False,True
3.0,6,11.4,8.1,9.9,29,231,False,False,False,False,True
3.0,6,12.7,8.8,10.9,26,255,False,False,False,False,True
3.0,6,11.4,8.3,10.0,28,233,False,False,False,False,True
3.0,6,11.4,8.1,9.9,29,231,False,False,False,False,True
3.0,6,11.4,8.1,9.9,29,231,False,False,False,False,True
3.0,6,12.7,8.8,10.9,26,255,False,False,False,False,True
3.0,6,12.7,8.8,10.9,26,255,False,False,False,False,True
3.0,6,11.4,8.3,10.0,28,233,False,False,False,False,True
3.0,6,11.4,8.3,10.0,28,233,False,False,False,False,True
3.0,6,11.4,8.3,10.0,28,233,False,False,False,False,True
3.0,6,14.5,10.5,12.7,22,299,False,False,False,False,True
3.0,6,14.5,10.5,12.7,22,299,False,False,False,False,True
3.0,6,13.8,9.4,11.9,24,280,False,False,False,False,True
3.0,6,13.8,9.4,11.9,24,280,False,False,False,False,True
3.0,6,14.1,10.3,12.4,23,290,False,False,False,False,True
3.0,6,14.1,10.3,12.4,23,290,False,False,False,False,True
3.0,6,13.4,9.6,11.7,24,273,False,False,False,False,True
3.0,6,13.4,9.6,11.7,24,273,False,False,False,False,True
3.0,6,14.1,10.3,12.4,23,290,False,False,False,False,True
4.4,8,16.0,11.0,13.8,20,322,False,False,False,False,True
4.4,8,16.0,11.0,13.8,20,322,False,False,False,False,True
4.4,8,13.6,9.3,11.7,24,273,False,False,False,False,True
6.6,12,17.8,11.9,15.1,19,354,False,False,False,False,True
4.4,8,16.0,11.0,13.8,20,322,False,False,False,False,True
4.4,8,16.0,11.0,13.8,20,322,False,False,False,False,True
4.4,8,16.0,11.0,13.8,20,322,False,False,False,False,True
4.4,8,16.0,11.0,13.8,20,322,False,False,False,False,True
4.4,8,16.0,11.0,13.8,20,322,False,False,False,False,True
4.4,8,16.0,11.0,13.8,20,322,False,False,False,False,True
4.4,8,14.5,9.9,12.4,23,290,False,False,False,False,True
4.4,8,13.6,9.3,11.7,24,273,False,False,False,False,True
4.4,8,14.5,9.9,12.4,23,290,False,False,False,False,True
2.0,4,10.3,7.7,9.1,31,213,False,False,False,False,True
2.0,4,9.9,7.6,8.8,32,207,False,False,False,False,True
2.0,4,10.0,7.8,9.0,31,210,False,False,False,False,True
2.0,4,10.0,8.2,9.2,31,215,False,False,False,False,True
3.0,6,16.6,12.1,14.6,19,339,False,False,False,False,True
3.0,6,16.6,12.1,14.6,19,339,False,False,False,False,True
3.0,6,11.3,8.7,10.1,28,235,False,False,False,False,True
2.0,4,10.0,8.2,9.2,31,215,False,False,False,False,True
3.0,6,16.6,12.1,14.6,19,339,False,False,False,False,True
3.0,6,16.6,12.1,14.6,19,339,False,False,False,False,True
3.0,6,11.3,8.7,10.1,28,235,False,False,False,False,True
3.0,6,11.7,9.1,10.5,27,245,False,False,False,False,True
4.4,8,14.5,10.7,12.8,22,302,False,False,False,False,True
4.4,8,14.5,10.7,12.8,22,302,False,False,False,False,True
3.0,6,11.7,9.1,10.5,27,245,False,False,False,False,True
4.4,8,14.5,10.7,12.8,22,302,False,False,False,False,True
3.0,6,12.0,9.4,10.8,26,254,False,False,False,False,True
4.4,8,15.5,11.4,13.6,21,318,False,False,False,False,True
4.4,8,15.5,11.4,13.6,21,318,False,False,False,False,True
2.0,4,9.5,7.4,8.5,33,200,False,False,False,False,True
3.0,6,10.3,8.0,9.3,30,216,False,False,False,False,True
8.0,16,26.8,16.6,22.2,13,522,False,False,False,False,True
3.6,6,13.0,9.1,11.2,25,263,False,False,False,True,False
3.6,6,13.6,9.6,11.8,24,277,False,False,False,True,False
1.4,4,9.4,7.8,8.7,32,204,False,False,False,True,False
1.4,4,10.0,8.0,9.1,31,214,False,False,False,True,False
1.2,3,9.0,7.7,8.4,34,198,False,False,False,True,False
1.3,3,9.0,8.0,8.5,33,199,False,False,False,True,False
2.0,4,11.7,9.4,10.7,26,250,False,False,False,False,True
2.5,4,11.1,8.6,10.0,28,234,False,False,False,True,False
2.0,4,10.3,7.4,9.0,31,211,False,False,False,False,True
2.0,4,11.0,8.0,9.6,29,227,False,False,False,False,True
3.6,6,12.5,8.8,10.9,26,255,False,False,False,True,False
2.0,4,10.1,6.8,8.7,32,203,False,False,False,False,True
2.7,4,11.5,8.0,9.9,29,232,False,False,False,False,True
2.0,4,10.4,7.4,9.1,31,213,False,False,False,False,True
2.7,4,11.7,8.4,10.2,28,238,False,False,False,False,True
2.7,4,11.5,8.2,10.0,28,234,False,False,False,False,True
2.7,4,11.7,8.4,10.2,28,238,False,False,False,False,True
2.0,4,10.4,7.3,9.0,31,209,False,False,False,False,True
3.0,6,12.6,9.1,11.0,26,256,False,False,False,False,True
2.0,4,11.0,7.7,9.5,30,221,False,False,False,False,True
3.0,6,13.3,9.3,11.5,25,268,False,False,False,False,True
3.0,6,13.1,9.1,11.3,25,263,False,False,False,False,True
3.0,6,13.8,9.4,11.8,24,276,False,False,False,False,True
3.6,6,12.9,8.7,11.0,26,259,False,False,False,True,False
4.2,8,17.3,9.5,13.8,20,324,False,False,False,False,True
6.2,8,16.7,11.1,14.2,20,333,False,False,False,False,True
2.0,4,9.8,7.8,8.9,32,209,False,False,False,False,True
2.0,4,10.9,8.2,9.7,29,227,False,False,False,False,True
2.0,4,11.0,8.3,9.8,29,227,False,False,False,False,True
2.0,4,11.2,8.9,10.1,28,235,False,False,False,False,True
3.6,6,13.4,9.4,11.6,24,270,False,False,False,True,False
3.6,6,13.5,9.7,11.8,24,277,False,False,False,True,False
2.0,4,11.0,8.3,9.8,29,225,False,False,False,True,False
2.5,4,11.3,8.9,10.2,28,238,False,False,False,True,False
2.0,4,11.3,8.7,10.1,28,232,False,False,False,True,False
3.6,6,13.1,9.4,11.4,25,269,False,False,False,True,False
2.0,4,10.9,7.6,9.4,30,219,False,False,False,False,True
2.0,4,11.9,7.9,10.1,28,235,False,False,False,False,True
3.6,6,12.5,8.1,10.5,27,247,False,False,False,True,False
3.6,6,14.3,9.0,11.9,24,280,False,False,False,True,False
6.2,8,14.6,8.9,12.1,23,282,False,False,False,False,True
6.2,8,14.9,9.9,12.6,22,296,False,False,False,False,True
6.2,8,18.3,11.2,15.1,19,355,False,False,False,False,True
6.2,8,17.2,12.0,14.8,19,349,False,False,False,False,True
2.5,4,12.1,9.2,10.8,26,252,False,False,False,True,False
2.8,4,11.8,7.9,10.1,28,270,True,False,False,False,False
3.6,6,13.4,9.6,11.7,24,273,False,False,False,True,False
2.5,4,12.6,9.7,11.3,25,265,False,False,False,True,False
2.8,4,12.3,8.5,10.6,27,284,True,False,False,False,False
3.6,6,14.0,9.9,12.2,23,286,False,False,False,True,False
2.8,4,13.3,10.6,12.1,23,326,True,False,False,False,False
3.6,6,15.0,13.0,14.1,20,331,False,False,False,True,False
6.2,8,15.4,8.7,12.4,23,290,False,False,False,False,True
1.5,4,8.9,7.7,8.4,34,196,False,False,False,True,False
1.5,4,9.3,8.0,8.7,32,204,False,False,False,True,False
2.0,4,10.9,8.3,9.7,29,228,False,False,False,False,True
3.6,6,12.8,8.5,10.9,26,255,False,False,False,True,False
3.6,6,17.2,11.6,14.7,19,246,False,True,False,False,False
1.5,4,8.2,6.6,7.5,38,189,False,False,False,True,False
2.0,4,10.5,7.4,9.1,31,214,False,False,False,False,True
2.7,4,11.9,10.3,11.1,25,262,False,False,False,True,False
2.7,4,12.5,10.8,11.7,24,275,False,False,False,True,False
3.0,6,10.2,7.2,8.9,32,238,True,False,False,False,False
4.3,6,15.1,11.5,13.5,21,318,False,False,False,True,False
5.3,8,15.9,11.4,13.9,20,326,False,False,False,True,False
5.3,8,16.0,12.6,14.4,20,339,False,False,False,True,False
5.3,8,22.2,16.2,19.5,14,326,False,True,False,False,False
5.3,8,13.9,10.1,12.2,23,286,False,False,False,True,False
2.7,4,12.5,10.8,11.7,24,275,False,False,False,True,False
2.7,4,12.7,11.0,12.0,24,280,False,False,False,True,False
3.0,6,10.4,8.0,9.4,30,252,True,False,False,False,False
4.3,6,15.7,12.0,14.1,20,331,False,False,False,True,False
4.3,6,16.3,12.9,14.8,19,349,False,False,False,True,False
5.3,8,15.9,11.8,14.1,20,331,False,False,False,True,False
5.3,8,16.6,13.0,15.0,19,350,False,False,False,True,False
5.3,8,22.3,18.1,20.5,14,342,False,True,False,False,False
5.3,8,16.7,13.1,15.1,19,354,False,False,False,True,False
5.3,8,14.7,10.7,12.9,22,303,False,False,False,True,False
5.3,8,14.3,10.6,12.6,22,296,False,False,False,True,False
5.3,8,14.7,11.2,13.1,22,307,False,False,False,True,False
6.2,8,15.0,12.0,13.7,21,321,False,False,False,False,True
6.2,8,16.8,13.3,15.2,19,357,False,False,False,False,True
6.2,8,15.7,12.4,14.2,20,332,False,False,False,False,True
1.4,4,7.9,6.2,7.1,40,167,False,False,False,True,False
1.4,4,8.0,6.2,7.2,39,170,False,False,False,True,False
5.3,8,15.7,10.5,13.4,21,314,False,False,False,True,False
5.3,8,15.7,10.5,13.4,21,314,False,False,False,True,False
5.3,8,21.2,13.9,17.9,16,298,False,True,False,False,False
5.3,8,16.8,11.3,14.4,20,337,False,False,False,True,False
5.3,8,16.8,11.3,14.4,20,337,False,False,False,True,False
5.3,8,22.2,15.3,19.1,15,319,False,True,False,False,False
6.2,8,17.2,11.4,14.6,19,343,False,False,False,False,True
5.3,8,15.7,10.5,13.4,21,314,False,False,False,True,False
5.3,8,15.7,10.5,13.4,21,314,False,False,False,True,False
5.3,8,21.2,13.9,17.9,16,298,False,True,False,False,False
5.3,8,16.0,11.2,13.8,20,325,False,False,False,True,False
5.3,8,16.0,11.2,13.8,20,325,False,False,False,True,False
5.3,8,21.7,14.3,18.4,15,305,False,True,False,False,False
6.2,8,16.5,10.9,13.9,20,327,False,False,False,False,True
3.6,6,13.0,8.8,11.1,25,261,False,False,False,True,False
3.6,6,13.6,9.6,11.8,24,276,False,False,False,True,False
1.4,4,9.1,7.6,8.4,34,196,False,False,False,True,False
1.4,4,10.0,8.0,9.1,31,214,False,False,False,True,False
3.6,6,12.4,7.8,10.3,27,242,False,False,False,True,False
5.7,8,14.7,9.4,12.3,23,289,False,False,False,True,False
3.6,6,12.8,8.7,11.0,26,258,False,False,False,True,False
3.6,6,12.4,8.4,10.6,27,249,False,False,False,True,False
3.6,6,12.4,8.4,10.6,27,249,False,False,False,True,False
3.6,6,12.4,7.8,10.3,27,242,False,False,False,True,False
5.7,8,14.7,9.4,12.3,23,289,False,False,False,True,False
5.7,8,15.6,10.1,13.1,22,307,False,False,False,False,True
6.4,8,15.8,9.6,13.0,22,305,False,False,False,False,True
6.4,8,16.7,10.4,13.9,20,325,False,False,False,False,True
3.6,6,12.8,8.7,11.0,26,258,False,False,False,True,False
6.4,8,15.8,9.6,13.0,22,305,False,False,False,False,True
6.4,8,16.7,10.4,13.9,20,325,False,False,False,False,True
6.2,8,17.6,10.7,14.5,19,339,False,False,False,False,True
6.2,8,18.1,11.4,15.1,19,352,False,False,False,False,True
6.2,8,18.6,11.2,15.3,18,358,False,False,False,False,True
6.2,8,18.1,11.4,15.1,19,352,False,False,False,False,True
3.6,6,13.7,9.0,11.6,24,271,False,False,False,True,False
3.6,6,12.4,7.8,10.3,27,242,False,False,False,True,False
5.7,8,14.7,9.4,12.3,23,289,False,False,False,True,False
6.4,8,15.8,9.6,13.0,22,305,False,False,False,False,True
3.6,6,12.8,8.7,11.0,26,258,False,False,False,True,False
6.4,8,15.8,9.6,13.0,22,305,False,False,False,False,True
6.2,8,19.0,11.5,15.6,18,368,False,False,False,False,True
3.6,6,12.7,9.6,11.3,25,265,False,False,False,True,False
5.7,8,16.7,10.9,14.1,20,331,False,False,False,True,False
6.4,8,18.3,12.2,15.6,18,363,False,False,False,False,True
3.6,6,13.7,9.4,11.8,24,276,False,False,False,True,False
2.4,4,12.7,9.2,11.1,25,261,False,False,False,True,False
1.4,4,9.3,6.5,8.0,35,187,False,False,False,True,False
1.4,4,9.0,6.7,7.9,36,185,False,False,False,True,False
1.4,4,10.7,7.9,9.4,30,221,False,False,False,True,False
1.3,4,10.0,7.9,9.1,31,213,False,False,False,True,False
1.0,3,8.6,8.1,8.4,34,197,False,False,False,True,False
2.0,4,10.2,8.1,9.2,31,216,False,False,False,True,False
2.0,4,11.2,8.1,9.8,29,229,False,False,False,True,False
2.0,4,11.4,8.3,10.0,28,233,False,False,False,True,False
2.0,4,11.4,8.3,10.0,28,233,False,False,False,True,False
2.7,6,12.5,9.2,11.0,26,258,False,False,False,True,False
1.5,3,8.6,7.1,7.9,36,185,False,False,False,True,False
1.5,3,8.9,7.6,8.3,34,196,False,False,False,True,False
2.0,4,10.4,7.5,9.1,31,213,False,False,False,True,False
2.5,4,5.4,6.3,5.8,49,136,False,False,False,True,False
2.5,4,5.5,6.4,5.9,48,139,False,False,False,True,False
3.5,6,14.1,10.6,12.5,23,294,False,False,False,True,False
3.5,6,14.7,11.2,13.1,22,308,False,False,False,True,False
2.3,4,11.6,8.7,10.3,27,241,False,False,False,True,False
3.0,6,13.3,9.8,11.8,24,278,False,False,False,True,False
3.3,6,10.1,9.0,9.6,29,225,False,False,False,True,False
2.7,6,12.0,8.9,10.6,27,249,False,False,False,True,False
3.0,6,11.1,8.3,9.8,29,264,True,False,False,False,False
3.0,6,11.1,8.3,9.8,29,264,True,False,False,False,False
3.3,6,12.1,9.3,10.8,26,254,False,False,False,True,False
3.3,6,16.6,12.6,14.8,19,245,False,True,False,False,False
3.5,6,14.3,10.7,12.7,22,298,False,False,False,True,False
5.0,8,14.3,10.6,12.6,22,297,False,False,False,True,False
5.0,8,20.0,14.8,17.6,16,293,False,True,False,False,False
5.0,8,14.4,11.2,13.0,22,305,False,False,False,True,False
5.0,8,20.0,14.9,17.7,16,294,False,True,False,False,False
5.0,8,15.1,11.8,13.6,21,319,False,False,False,True,False
5.0,8,19.9,15.8,18.0,16,300,False,True,False,False,False
2.7,6,13.1,10.2,11.8,24,277,False,False,False,True,False
3.0,6,11.9,9.4,10.8,26,290,True,False,False,False,False
3.0,6,11.3,8.5,10.0,28,270,True,False,False,False,False
3.3,6,12.9,10.2,11.7,24,274,False,False,False,True,False
3.3,6,17.6,13.8,15.9,18,265,False,True,False,False,False
3.5,6,14.6,10.9,13.0,22,304,False,False,False,True,False
3.5,6,13.8,11.2,12.6,22,296,False,False,False,True,False
5.0,8,15.1,11.6,13.5,21,317,False,False,False,True,False
5.0,8,20.3,14.7,17.8,16,296,False,True,False,False,False
3.5,6,15.3,13.1,14.3,20,336,False,False,False,True,False
1.5,4,10.0,7.0,8.7,32,203,False,False,False,True,False
2.0,4,5.5,5.7,5.6,50,131,False,False,False,True,False
3.5,6,19.8,12.8,16.6,17,393,False,False,False,False,True
